id,sub_id,text
$C2010_MAIN_2200_2000_00_krn,ACTOR,Chloe
$C2010_MAIN_2200_2100_00_krn,,"Oh, and we handle chocobo gear<br>and ‘Golden Feather’ trades too!"
$C2010_MAIN_2200_2100_00_krn,ACTOR,Chloe
$C2010_MAIN_2200_2200_00_krn,,Hope you’ll check that out!
$C2010_MAIN_2200_2200_00_krn,ACTOR,Chloe
$C2010_MAIN_2200_2300_00_krn,,Take care of Piko for me!
$C2010_MAIN_2200_2300_00_krn,ACTOR,Chloe
$C2010_MAIN_2300_0100_00_krn,,Leave all your chocobo needs to us!
$C2010_MAIN_2300_0100_00_krn,ACTOR,Chloe
$C2010_MAIN_2300_0200_00_krn,,Welcome!
$C2010_MAIN_2300_0200_00_krn,ACTOR,Chloe
$C2010_MAIN_2300_0300_00_krn,,What’ll it be today?
$C2010_MAIN_2300_0300_00_krn,ACTOR,Chloe
$C2010_MAIN_2300_0400_00_krn,,Thank you!
$C2010_MAIN_2300_0400_00_krn,ACTOR,Chloe
$C2010_MAIN_2300_0500_00_krn,,Come back anytime!
$C2010_MAIN_2300_0500_00_krn,ACTOR,Chloe
$C2010_MAIN_2300_0600_00_krn,,Drop by whenever you like!
$C2010_MAIN_2300_0600_00_krn,ACTOR,Chloe
$C2010_MAIN_2300_0700_00_krn,,"When you wanna change your chocobo’s gear,<br>use the ‘Choco Shack’ over there!"
$C2010_MAIN_2300_0700_00_krn,ACTOR,Chloe
$C2010_MAIN_2400_0100_00_blt,,"Alright, let’s go huntin’ for that chocobo!"
$C2010_MAIN_2400_0100_00_blt,ACTOR,Barret
$C2010_MAIN_2400_0200_00_art,,Name’s Piko!
$C2010_MAIN_2400_0200_00_art,ACTOR,Aerith
$C2010_MAIN_2400_0300_00_tif,,"Tracks first, right?"
$C2010_MAIN_2400_0300_00_tif,ACTOR,Tifa
$C2010_MAIN_2600_0100_00_cld,,There it is.
$C2010_MAIN_2600_0100_00_cld,ACTOR,Cloud
$C2010_MAIN_2600_0200_00_blt,,Hell yeah!<br>Now we just gotta nab it!
$C2010_MAIN_2600_0200_00_blt,ACTOR,Barret
$C2010_MAIN_2600_0300_00_cld,,Quietly. The basics of hunting are not lettin’ it notice you.
$C2010_MAIN_2600_0300_00_cld,ACTOR,Cloud
$C2010_MAIN_2600_0400_00_art,,"Hunting? We’re gonna be friends, right?"
$C2010_MAIN_2600_0400_00_art,ACTOR,Aerith
$C2010_MAIN_2600_0500_00_cld,,Uh… yeah.
$C2010_MAIN_2600_0500_00_cld,ACTOR,Cloud
$C2010_MAIN_2700_0100_00_ch1,,Kweh! Kweh~!
$C2010_MAIN_2700_0100_00_ch1,ACTOR,Piko
$C2010_MAIN_2700_0200_00_art,,So cute~!
$C2010_MAIN_2700_0200_00_art,ACTOR,Aerith
$C2010_MAIN_2700_0200_01_tif,,
$C2010_MAIN_2700_0200_01_tif,ACTOR,Tifa
$C2010_MAIN_2700_0200_03_art,,
$C2010_MAIN_2700_0200_03_art,ACTOR,Aerith
$C2010_MAIN_2700_0200_06_cld,,
$C2010_MAIN_2700_0200_06_cld,ACTOR,Cloud
$C2010_MAIN_2700_0300_00_art,,"It does kinda look like him, huh?"
$C2010_MAIN_2700_0300_00_art,ACTOR,Aerith
$C2010_MAIN_2700_0400_00_tif,,
$C2010_MAIN_2700_0400_00_tif,ACTOR,Tifa
$C2010_MAIN_2700_0400_02_cld,,
$C2010_MAIN_2700_0400_02_cld,ACTOR,Cloud
$C2010_MAIN_2700_0400_04_art,,
$C2010_MAIN_2700_0400_04_art,ACTOR,Aerith
$C2010_MAIN_2700_0400_07_blt,,
$C2010_MAIN_2700_0400_07_blt,ACTOR,Barret
$C2010_MAIN_2700_0500_00_blt,,What’s up? Somethin’ wrong?
$C2010_MAIN_2700_0500_00_blt,ACTOR,Barret
$C2010_MAIN_2700_0600_00_art,,Maybe it’s still hungry?
$C2010_MAIN_2700_0600_00_art,ACTOR,Aerith
$C2010_MAIN_2700_0700_00_tif,,"Sorry, we don’t have any more."
$C2010_MAIN_2700_0700_00_tif,ACTOR,Tifa
$C2010_MAIN_2700_0800_00_ch1,,Kweh…
$C2010_MAIN_2700_0800_00_ch1,ACTOR,Piko
$C2010_MAIN_2700_0900_00_art,,There’s tons back at the ranch!
$C2010_MAIN_2700_0900_00_art,ACTOR,Aerith
$C2010_MAIN_2700_1000_00_ch1,,Kweh!
$C2010_MAIN_2700_1000_00_ch1,ACTOR,Piko
$C2010_MAIN_2700_1000_02_art,,
$C2010_MAIN_2700_1000_02_art,ACTOR,Aerith
$C2010_MAIN_2700_1000_03_tif,,
$C2010_MAIN_2700_1000_03_tif,ACTOR,Tifa
$C2010_MAIN_2700_1000_04_cld,,
$C2010_MAIN_2700_1000_04_cld,ACTOR,Cloud
$C2010_MAIN_2700_1000_06_blt,,
$C2010_MAIN_2700_1000_06_blt,ACTOR,Barret
$C2010_MAIN_2700_1100_00_red,,Looks like it’s headin’ back to the ranch.
$C2010_MAIN_2700_1100_00_red,ACTOR,Red XIII
$C2010_MAIN_2700_1200_00_art,,Let’s follow it!
$C2010_MAIN_2700_1200_00_art,ACTOR,Aerith
$C2010_MAIN_2900_0100_00_art,,There it is!
$C2010_MAIN_2900_0100_00_art,ACTOR,Aerith
$C2010_MAIN_2900_0100_05_art,,
$C2010_MAIN_2900_0100_05_art,ACTOR,Aerith
$C2010_MAIN_2900_0200_00_art,,Did the veggies remind you of home?
$C2010_MAIN_2900_0200_00_art,ACTOR,Aerith
$C2010_MAIN_2900_0200_05_grb,,
$C2010_MAIN_2900_0200_05_grb,ACTOR,Billy
$C2010_MAIN_2900_0300_00_grb,,"Yup, no injuries—it’s fine."
$C2010_MAIN_2900_0300_00_grb,ACTOR,Billy
$C2010_MAIN_2900_0310_00_grb,,"If anything, it’s lookin’ sturdier!"
$C2010_MAIN_2900_0310_00_grb,ACTOR,Billy
$C2010_MAIN_2900_0400_00_cld,,Can we ride it?
$C2010_MAIN_2900_0400_00_cld,ACTOR,Cloud
$C2010_MAIN_2900_0500_00_grb,,Not yet—it’s too riled up from hunger.
$C2010_MAIN_2900_0500_00_grb,ACTOR,Billy
$C2010_MAIN_2900_0600_00_grb,,"But once it eats and calms down,<br>it should be good to go."
$C2010_MAIN_2900_0600_00_grb,ACTOR,Billy
$C2010_MAIN_2900_0600_05_grb,,
$C2010_MAIN_2900_0600_05_grb,ACTOR,Billy
$C2010_MAIN_2900_0700_00_grb,,"I’ll get it ready for ridin’,<br>so wait outside ‘til then."
$C2010_MAIN_2900_0700_00_grb,ACTOR,Billy
$C2010_MAIN_3000_0100_00_grb,,"Piko gets antsy with people around,<br>so wait outside, okay?"
$C2010_MAIN_3000_0100_00_grb,ACTOR,Billy
$C2010_MAIN_3000_0200_00_grb,,Might take a little longer.
$C2010_MAIN_3000_0200_00_grb,ACTOR,Billy
$C2010_MAIN_3100_0100_00_krn,,Thanks so much for bringing Piko back!
$C2010_MAIN_3100_0100_00_krn,ACTOR,Chloe
$C2010_MAIN_3200_0100_00_chd,,Cloud!
$C2010_MAIN_3200_0100_00_chd,ACTOR,????
$C2010_MAIN_3200_0200_00_cld,,You’re…
$C2010_MAIN_3200_0200_00_cld,ACTOR,Cloud
$C2010_MAIN_3200_0300_00_chd,,"It’s me, Chadley!"
$C2010_MAIN_3200_0300_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_0400_00_chd,,Wait…<br>Did you forget me?
$C2010_MAIN_3200_0400_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_0400_05_cld,,
$C2010_MAIN_3200_0400_05_cld,ACTOR,Cloud
$C2010_MAIN_3200_0410_00_sys,,Did you forget me?
$C2010_MAIN_3200_0420_00_sys,,I don’t remember
$C2010_MAIN_3200_0430_00_sys,,Of course I remember
$C2010_MAIN_3200_0500_00_cld,,Sorry.
$C2010_MAIN_3200_0500_00_cld,ACTOR,Cloud
$C2010_MAIN_3200_0600_00_chd,,Oh… I see.
$C2010_MAIN_3200_0600_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_0610_00_chd,,"To you, Cloud,<br>I guess I’m just that insignificant."
$C2010_MAIN_3200_0610_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_0620_00_chd,,That’s a shame.
$C2010_MAIN_3200_0620_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_0700_00_chd,,"Well, let me reintroduce myself then."
$C2010_MAIN_3200_0700_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_0710_00_chd,,My name’s Chadley.
$C2010_MAIN_3200_0710_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_0800_00_chd,,I was researching materia back in Midgar.
$C2010_MAIN_3200_0800_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_0900_00_chd,,"We met in the slums, Cloud, and I asked you<br>to submit battle reports for my research."
$C2010_MAIN_3200_0900_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1000_00_chd,,"We talked a bunch in Midgar,<br>and you helped me out a ton."
$C2010_MAIN_3200_1000_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1100_00_chd,,"So, does that jog your memory a bit?"
$C2010_MAIN_3200_1100_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1200_00_cld,,Yeah.
$C2010_MAIN_3200_1200_00_cld,ACTOR,Cloud
$C2010_MAIN_3200_1300_00_chd,,Good. I’m glad!
$C2010_MAIN_3200_1300_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1400_00_chd,,"Phew, great!"
$C2010_MAIN_3200_1400_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1500_00_chd,,Thanks for all those battle reports in Midgar.
$C2010_MAIN_3200_1500_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1600_00_chd,,They helped me craft a ton of materia!
$C2010_MAIN_3200_1600_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1700_00_chd,,Detecting confusion: ‘Why’re you out here?’
$C2010_MAIN_3200_1700_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1800_00_chd,,
$C2010_MAIN_3200_1800_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1810_00_chd,,"I’m a cyborg built by Hojo, y’know."
$C2010_MAIN_3200_1810_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1820_00_chd,,Reading your emotions is a piece of cake for me.
$C2010_MAIN_3200_1820_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_1900_00_chd,,"Truth is, I took a page outta your book, Cloud,<br>and left Midgar behind."
$C2010_MAIN_3200_1900_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2000_00_chd,,Decided to see the world for myself!
$C2010_MAIN_3200_2000_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2100_00_chd,,"So, I’ve got a little favor<br>to ask you, Cloud."
$C2010_MAIN_3200_2100_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2200_00_cld,,Battle data collection?
$C2010_MAIN_3200_2200_00_cld,ACTOR,Cloud
$C2010_MAIN_3200_2300_00_chd,,"You catch on quick, Cloud!"
$C2010_MAIN_3200_2300_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2310_00_chd,,"But first,<br>I need you to activate a ‘comm tower.’"
$C2010_MAIN_3200_2310_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2400_00_chd,,"The Junon Republic built these towers all over,<br>then Shinra took ‘em over."
$C2010_MAIN_3200_2400_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2500_00_chd,,"But they’ve been sittin’ there, abandoned."
$C2010_MAIN_3200_2500_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2510_00_chd,,"So I figured, why not make ‘em mine?"
$C2010_MAIN_3200_2510_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2600_00_chd,,"Each tower I activate boosts my processing power,"
$C2010_MAIN_3200_2600_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2700_00_chd,,And lets me expand my search range.
$C2010_MAIN_3200_2700_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2800_00_chd,,"Plus, I could build a comms network<br>free from Shinra’s control."
$C2010_MAIN_3200_2800_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_2900_00_chd,,"What do you think?<br>Could be useful for you too, Cloud!"
$C2010_MAIN_3200_2900_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_3000_00_cld,,I’ll activate any I find.
$C2010_MAIN_3200_3000_00_cld,ACTOR,Cloud
$C2010_MAIN_3200_3100_00_chd,,"I knew you’d say that, Cloud!"
$C2010_MAIN_3200_3100_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_3200_00_chd,,"So, how about startin’ with<br>that tower over there?"
$C2010_MAIN_3200_3200_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_3300_00_chd,,Here’s the activation module.
$C2010_MAIN_3200_3300_00_chd,ACTOR,Chadley
$C2010_MAIN_3200_3400_00_chd,,I’ll guide you this time!
$C2010_MAIN_3200_3400_00_chd,ACTOR,Chadley
$C2010_MAIN_3700_0100_00_chd,,"Cloud, over here!"
$C2010_MAIN_3700_0100_00_chd,ACTOR,Chadley
$C2010_MAIN_3700_0200_00_chd,,"Stick with me, okay?"
$C2010_MAIN_3700_0200_00_chd,ACTOR,Chadley
$C2010_MAIN_3800_0100_00_chd,,Right this way!
$C2010_MAIN_3800_0100_00_chd,ACTOR,Chadley
$C2010_MAIN_3800_0100_04_cld,,
$C2010_MAIN_3800_0100_04_cld,ACTOR,Cloud
$C2010_MAIN_3800_0100_06_cld,,
$C2010_MAIN_3800_0100_06_cld,ACTOR,Cloud
$C2010_MAIN_3800_0100_08_chd,,
$C2010_MAIN_3800_0100_08_chd,ACTOR,Chadley
$C2010_MAIN_3800_0200_00_chd,,Comm tower activation confirmed!
$C2010_MAIN_3800_0200_00_chd,ACTOR,Chadley
$C2010_MAIN_3800_0300_00_chd,,Starting exploration of the Grasslands area now.
$C2010_MAIN_3800_0300_00_chd,ACTOR,Chadley
$C2010_MAIN_3800_0400_00_chd,,Mapping out monster habitats<br>and harvestable materials.
$C2010_MAIN_3800_0400_00_chd,ACTOR,Chadley
$C2010_MAIN_4100_0110_00_gro,,"You folks<br>headin’ to the swamp next, right?"
$C2010_MAIN_4100_0110_00_gro,ACTOR,Bill
$C2010_MAIN_4100_0200_00_art,,"Yup, that’s the plan!"
$C2010_MAIN_4100_0200_00_art,ACTOR,Aerith
$C2010_MAIN_4100_0400_00_gro,,"Just a bit ago, I was checkin’ the signs,"
$C2010_MAIN_4100_0400_00_gro,ACTOR,Bill
$C2010_MAIN_4100_0500_00_gro,,And saw some folks in black cloaks<br>stumblin’ into the swamp.
$C2010_MAIN_4100_0500_00_gro,ACTOR,Bill
$C2010_MAIN_4100_0600_00_cld,,Black cloaks?
$C2010_MAIN_4100_0600_00_cld,ACTOR,Cloud
$C2010_MAIN_4100_0700_00_gro,,"Told ‘em it’s dangerous without a chocobo,<br>but off they went anyway."
$C2010_MAIN_4100_0700_00_gro,ACTOR,Bill
$C2010_MAIN_4100_0800_00_gro,,"At this rate,<br>they’ll end up Midgardsormr chow."
$C2010_MAIN_4100_0800_00_gro,ACTOR,Bill
$C2010_MAIN_4100_0900_00_gro,,"If you spot ‘em, mind tellin’ ‘em<br>to swing by here?"
$C2010_MAIN_4100_0900_00_gro,ACTOR,Bill
$C2010_MAIN_4200_0200_00_gro,,There’s a chocobo ranch on the Junon side<br>run by an old buddy of mine—stop by if you can!
$C2010_MAIN_4200_0200_00_gro,ACTOR,Bill
$C2010_MAIN_4200_0300_00_gro,,"Hop on a chocobo, and the world opens right up!"
$C2010_MAIN_4200_0300_00_gro,ACTOR,Bill
$C2010_MAIN_4600_0100_00_red,,"If we’re crossing the swamp,<br>we should call the chocobos."
$C2010_MAIN_4600_0100_00_red,ACTOR,Red XIII
$C2010_MAIN_4700_0100_00_blt,,"They can really get us across, huh?"
$C2010_MAIN_4700_0100_00_blt,ACTOR,Barret
$C2010_MAIN_4700_0200_00_blt,,"Heard there’s bottomless pits out there,<br>plus that snake monster, right?"
$C2010_MAIN_4700_0200_00_blt,ACTOR,Barret
$C2010_MAIN_4700_0300_00_tif,,"They said chocobos’ll handle it,"
$C2010_MAIN_4700_0300_00_tif,ACTOR,Tifa
$C2010_MAIN_4700_0400_00_art,,Let’s trust these little guys!
$C2010_MAIN_4700_0400_00_art,ACTOR,Aerith
$C2010_MAIN_4700_0500_00_ch1,,Kweh~!
$C2010_MAIN_4700_0500_00_ch1,ACTOR,Piko
$C2010_MAIN_4800_0100_00_cld,,Look over there.
$C2010_MAIN_4800_0100_00_cld,ACTOR,Cloud
$C2010_MAIN_4800_0200_00_cld,,It’s Sephiroth.
$C2010_MAIN_4800_0200_00_cld,ACTOR,Cloud
$C2010_MAIN_4800_0200_05_tif,,
$C2010_MAIN_4800_0200_05_tif,ACTOR,Tifa
$C2010_MAIN_4800_0300_00_tif,,Really?
$C2010_MAIN_4800_0300_00_tif,ACTOR,Tifa
$C2010_MAIN_4800_0400_00_cld,,Let’s follow him.
$C2010_MAIN_4800_0400_00_cld,ACTOR,Cloud
$C2010_MAIN_4800_0500_00_blt,,Sephiroth ain’t here.
$C2010_MAIN_4800_0500_00_blt,ACTOR,Barret
$C2010_MAIN_4800_0600_00_tif,,"Yeah, you’re right…"
$C2010_MAIN_4800_0600_00_tif,ACTOR,Tifa
$C2010_MAIN_4900_0100_00_art,,I can see the goal up ahead!
$C2010_MAIN_4900_0100_00_art,ACTOR,Aerith
$C2010_MAIN_4900_0200_00_cld,,Hurry up.
$C2010_MAIN_4900_0200_00_cld,ACTOR,Cloud
$C2010_MAIN_4900_0200_02_art,,
$C2010_MAIN_4900_0200_02_art,ACTOR,Aerith
$C2010_MAIN_4900_0300_03_cld,,
$C2010_MAIN_4900_0300_03_cld,ACTOR,Cloud
$C2010_MAIN_4900_0300_05_art,,
$C2010_MAIN_4900_0300_05_art,ACTOR,Aerith
$C2010_MAIN_4900_0300_07_tif,,
$C2010_MAIN_4900_0300_07_tif,ACTOR,Tifa
$C2010_MAIN_4900_0300_09_blt,,
$C2010_MAIN_4900_0300_09_blt,ACTOR,Barret
$C2010_MAIN_4900_0400_00_blt,,"Whoa, what’s goin’ on?!"
$C2010_MAIN_4900_0400_00_blt,ACTOR,Barret
$C2010_MAIN_4900_0400_02_art,,
$C2010_MAIN_4900_0400_02_art,ACTOR,Aerith
$C2010_MAIN_4900_0400_04_red,,
$C2010_MAIN_4900_0400_04_red,ACTOR,Red XIII
$C2010_MAIN_4900_0400_06_tif,,
$C2010_MAIN_4900_0400_06_tif,ACTOR,Tifa
$C2010_MAIN_4900_0400_08_blt,,
$C2010_MAIN_4900_0400_08_blt,ACTOR,Barret
$C2010_MAIN_4900_0500_00_tif,,What?!
$C2010_MAIN_4900_0500_00_tif,ACTOR,Tifa
$C2010_MAIN_4900_0500_02_art,,
$C2010_MAIN_4900_0500_02_art,ACTOR,Aerith
$C2010_MAIN_4900_0500_03_tif,,
$C2010_MAIN_4900_0500_03_tif,ACTOR,Tifa
$C2010_MAIN_4900_0500_04_cld,,
$C2010_MAIN_4900_0500_04_cld,ACTOR,Cloud
$C2010_MAIN_4900_0500_06_blt,,
$C2010_MAIN_4900_0500_06_blt,ACTOR,Barret
$C2010_MAIN_4900_0600_00_blt,,
$C2010_MAIN_4900_0600_00_blt,ACTOR,Barret
$C2010_MAIN_4900_0600_01_blt,,
$C2010_MAIN_4900_0600_01_blt,ACTOR,Barret
$C2010_MAIN_4900_0600_02_tif,,
$C2010_MAIN_4900_0600_02_tif,ACTOR,Tifa
$C2010_MAIN_4900_0700_00_art,,
$C2010_MAIN_4900_0700_00_art,ACTOR,Aerith
$C2010_MAIN_4900_0700_02_cld,,
$C2010_MAIN_4900_0700_02_cld,ACTOR,Cloud
$C2010_MAIN_4900_0700_05_art,,
$C2010_MAIN_4900_0700_05_art,ACTOR,Aerith
$C2010_MAIN_4900_0700_09_blt,,
$C2010_MAIN_4900_0700_09_blt,ACTOR,Barret
$C2010_MAIN_4900_0800_00_blt,,"Hey, hey, hey, HEY, HEY!"
$C2010_MAIN_4900_0800_00_blt,ACTOR,Barret
$C2010_MAIN_4900_0800_05_blt,,
$C2010_MAIN_4900_0800_05_blt,ACTOR,Barret
$C2010_MAIN_4900_0800_08_blt,,
$C2010_MAIN_4900_0800_08_blt,ACTOR,Barret
$C2010_MAIN_4900_0900_00_red,,Looks like it was camouflaged as an island.
$C2010_MAIN_4900_0900_00_red,ACTOR,Red XIII
$C2010_MAIN_4900_0900_02_art,,
$C2010_MAIN_4900_0900_02_art,ACTOR,Aerith
$C2010_MAIN_4900_0900_05_cld,,
$C2010_MAIN_4900_0900_05_cld,ACTOR,Cloud
$C2010_MAIN_4900_1000_00_blt,,Thanks for the play-by-play!
$C2010_MAIN_4900_1000_00_blt,ACTOR,Barret
$C2010_MAIN_4900_1100_00_cld,,Here it comes!
$C2010_MAIN_4900_1100_00_cld,ACTOR,Cloud
$C2010_MAIN_4910_0100_00_cld,,
$C2010_MAIN_4910_0100_00_cld,ACTOR,Cloud
$C2010_MAIN_4910_0200_00_cld,,Get back!
$C2010_MAIN_4910_0200_00_cld,ACTOR,Cloud
$C2010_MAIN_4910_0200_01_blt,,
$C2010_MAIN_4910_0200_01_blt,ACTOR,Barret
$C2010_MAIN_4910_0200_02_art,,
$C2010_MAIN_4910_0200_02_art,ACTOR,Aerith
$C2010_MAIN_4910_0200_03_red,,
$C2010_MAIN_4910_0200_03_red,ACTOR,Red XIII
$C2010_MAIN_4910_0200_04_tif,,
$C2010_MAIN_4910_0200_04_tif,ACTOR,Tifa
$C2010_MAIN_4910_0200_05_cld,,
$C2010_MAIN_4910_0200_05_cld,ACTOR,Cloud
$C2010_MAIN_4910_0200_07_cld,,
$C2010_MAIN_4910_0200_07_cld,ACTOR,Cloud
$C2010_MAIN_4920_0000_00_blt,,
$C2010_MAIN_4920_0000_00_blt,ACTOR,Barret
$C2010_MAIN_4920_0000_01_cld,,
$C2010_MAIN_4920_0000_01_cld,ACTOR,Cloud
$C2010_MAIN_4920_0000_02_tif,,
$C2010_MAIN_4920_0000_02_tif,ACTOR,Tifa
$C2010_MAIN_4920_0000_04_art,,
$C2010_MAIN_4920_0000_04_art,ACTOR,Aerith
$C2010_MAIN_4920_0000_05_red,,
$C2010_MAIN_4920_0000_05_red,ACTOR,Red XIII
$C2010_MAIN_4920_0000_07_red,,
$C2010_MAIN_4920_0000_07_red,ACTOR,Red XIII
$C2010_MAIN_4920_0100_00_cld,,
$C2010_MAIN_4920_0100_00_cld,ACTOR,Cloud
$C2010_MAIN_4920_0100_05_cld,,
$C2010_MAIN_4920_0100_05_cld,ACTOR,Cloud
$C2010_MAIN_5000_0000_01_art,,
$C2010_MAIN_5000_0000_01_art,ACTOR,Aerith
$C2010_MAIN_5000_0000_02_tif,,
$C2010_MAIN_5000_0000_02_tif,ACTOR,Tifa
$C2010_MAIN_5000_0000_03_blt,,
$C2010_MAIN_5000_0000_03_blt,ACTOR,Barret
$C2010_MAIN_5000_0000_04_cld,,
$C2010_MAIN_5000_0000_04_cld,ACTOR,Cloud
$C2010_MAIN_5000_0000_06_art,,
$C2010_MAIN_5000_0000_06_art,ACTOR,Aerith
$C2010_MAIN_5000_0100_00_art,,Did it run off?
$C2010_MAIN_5000_0100_00_art,ACTOR,Aerith
$C2010_MAIN_5000_0200_00_blt,,
$C2010_MAIN_5000_0200_00_blt,ACTOR,Barret
$C2010_MAIN_5000_0200_02_art,,
$C2010_MAIN_5000_0200_02_art,ACTOR,Aerith
$C2010_MAIN_5000_0300_00_cld,,
$C2010_MAIN_5000_0300_00_cld,ACTOR,Cloud
$C2010_MAIN_5000_0300_03_cld,,
$C2010_MAIN_5000_0300_03_cld,ACTOR,Cloud
$C2010_MAIN_5000_0300_06_cld,,
$C2010_MAIN_5000_0300_06_cld,ACTOR,Cloud
$C2010_MAIN_5000_0400_00_cld,,
$C2010_MAIN_5000_0400_00_cld,ACTOR,Cloud
$C2010_MAIN_5000_0400_03_art,,
$C2010_MAIN_5000_0400_03_art,ACTOR,Aerith
$C2010_MAIN_5000_0400_06_blt,,
$C2010_MAIN_5000_0400_06_blt,ACTOR,Barret
$C2010_MAIN_5000_0500_00_art,,
$C2010_MAIN_5000_0500_00_art,ACTOR,Aerith
$C2010_MAIN_5000_0500_01_tif,,
$C2010_MAIN_5000_0500_01_tif,ACTOR,Tifa
$C2010_MAIN_5000_0500_03_red,,
$C2010_MAIN_5000_0500_03_red,ACTOR,Red XIII
$C2010_MAIN_5000_0500_04_blt,,
$C2010_MAIN_5000_0500_04_blt,ACTOR,Barret
$C2010_MAIN_5000_0500_05_art,,
$C2010_MAIN_5000_0500_05_art,ACTOR,Aerith
$C2010_MAIN_5000_0500_08_cld,,
$C2010_MAIN_5000_0500_08_cld,ACTOR,Cloud
$C2010_MAIN_5000_0500_11_art,,
$C2010_MAIN_5000_0500_11_art,ACTOR,Aerith
$C2010_MAIN_5000_0500_12_red,,
$C2010_MAIN_5000_0500_12_red,ACTOR,Red XIII
$C2010_MAIN_5000_0500_13_tif,,
$C2010_MAIN_5000_0500_13_tif,ACTOR,Tifa
$C2010_MAIN_5000_0500_14_blt,,
$C2010_MAIN_5000_0500_14_blt,ACTOR,Barret
$C2010_MAIN_5000_0600_00_tif,,Cloud!
$C2010_MAIN_5000_0600_00_tif,ACTOR,Tifa
$C2010_MAIN_5000_0600_08_art,,
$C2010_MAIN_5000_0600_08_art,ACTOR,Aerith
$C2010_MAIN_5000_0700_00_art,,No way…
$C2010_MAIN_5000_0700_00_art,ACTOR,Aerith
$C2010_MAIN_5100_0100_00_cld,,
$C2010_MAIN_5100_0100_00_cld,ACTOR,Cloud
$C2010_MAIN_5100_0200_00_cld,,
$C2010_MAIN_5100_0200_00_cld,ACTOR,Cloud
$C2010_MAIN_5100_0200_05_cld,,
$C2010_MAIN_5100_0200_05_cld,ACTOR,Cloud
$C2010_MAIN_5100_0300_00_cld,,
$C2010_MAIN_5100_0300_00_cld,ACTOR,Cloud
$C2010_MAIN_5100_0300_02_art,,
$C2010_MAIN_5100_0300_02_art,ACTOR,Aerith
$C2010_MAIN_5100_0300_06_art,,
$C2010_MAIN_5100_0300_06_art,ACTOR,Aerith
$C2010_MAIN_5100_0400_00_cld,,
$C2010_MAIN_5100_0400_00_cld,ACTOR,Cloud
$C2010_MAIN_5200_0100_00_art,,Hellooo?
$C2010_MAIN_5200_0100_00_art,ACTOR,????
$C2010_MAIN_5200_0100_05_cld,,
$C2010_MAIN_5200_0100_05_cld,ACTOR,Cloud
$C2010_MAIN_5200_0200_00_art,,Do you know me?
$C2010_MAIN_5200_0200_00_art,ACTOR,Aerith
$C2010_MAIN_5200_0300_00_cld,,Aerith…
$C2010_MAIN_5200_0300_00_cld,ACTOR,Cloud
$C2010_MAIN_5200_0300_07_art,,
$C2010_MAIN_5200_0300_07_art,ACTOR,Aerith
$C2010_MAIN_5200_0400_00_art,,"Welcome back, Cloud."
$C2010_MAIN_5200_0400_00_art,ACTOR,Aerith
$C2010_MAIN_5200_0400_02_tif,,
$C2010_MAIN_5200_0400_02_tif,ACTOR,Tifa
$C2010_MAIN_5200_0400_05_cld,,
$C2010_MAIN_5200_0400_05_cld,ACTOR,Cloud
$C2010_MAIN_5200_0500_00_cld,,Where’s Sephiroth?
$C2010_MAIN_5200_0500_00_cld,ACTOR,Cloud
$C2010_MAIN_5200_0500_05_art,,
$C2010_MAIN_5200_0500_05_art,ACTOR,Aerith
$C2010_MAIN_5200_0600_00_cld,,Guess Sephiroth’s as tough as ever.
$C2010_MAIN_5200_0600_00_cld,ACTOR,Cloud
$C2010_MAIN_5200_0700_00_cld,,Those guys might be<br>chasing Sephiroth too.
