id,name,text,text_jp
$C3110_MAIN_0900_1000_00_art,Aerith,"I might take it out on you, Cloud.",クラウドに　やつあたりしそう
$C3110_MAIN_0900_1100_00_cld,Cloud,Go ahead.,してもいい
$C3110_MAIN_0900_1200_00_art,Aerith,I won’t. I’d feel bad later.,しない　あとで落ち込むから
$C3110_MAIN_0900_1300_00_art,Aerith,Sorry… Thanks.,ごめんね　ありがと
$C3110_MAIN_0900_1400_00_art,Aerith,I’ll come down in a bit.,もうすこししたら　降りるね
$C3110_MAIN_1000_0100_00_art,Aerith,Nice breeze. Must’ve been a great village.,いい風　いい村だったんだね
$C3110_MAIN_1000_0200_00_art,Aerith,I like it here.<br>Really taken a shine to it.,ここ　好き<br>気に入っちゃった
$C3110_MAIN_1200_0100_00_tif,Tifa,Papa…,パパは……
$C3110_MAIN_1200_0300_00_tif,Tifa,"That day, why did Papa chase Sephiroth<br>all the way to the mako reactor?",あの日　パパはなぜセフィロスを追って<br>魔晄炉まで行ったのか
$C3110_MAIN_1200_0400_00_tif,Tifa,"After waking up in the hospital,<br>I kept thinking about it.",病院で目を覚ましてから　私……<br>ずっと　そのことを考えていたの
$C3110_MAIN_1200_0500_00_tif,Tifa,"Even if he caught up to Sephiroth,<br>Papa couldn’t have done anything, right?",だって　セフィロスに追いついても<br>パパじゃ　なにもできないよね
$C3110_MAIN_1200_0600_00_tif,Tifa,And that’s how it turned out.,実際　そうだったし
$C3110_MAIN_1200_0700_00_tif,Tifa,"But after moving to Midgar<br>and living on my own, I got it.",でも　ミッドガルに出て<br>自分の力で生活するようになって　わかった
$C3110_MAIN_1200_0800_00_tif,Tifa,Papa was just angry.,パパはただ　怒ったんだって
$C3110_MAIN_1200_0900_00_tif,Tifa,"Today was rough,<br>but tomorrow’s gotta be better.",今日は大変だった<br>でも　明日はきっとよくなる
$C3110_MAIN_1200_1000_00_tif,Tifa,He was mad that the precious days<br>he’d built up were destroyed.,そうやって積み上げてきた<br>大切な毎日を壊されたことに　パパは怒った
$C3110_MAIN_1200_1100_00_tif,Tifa,That anger drove him.,その怒りが　パパを動かした
$C3110_MAIN_1200_1200_00_cld,Cloud,Yeah.,ああ
$C3110_MAIN_1200_1300_00_tif,Tifa,So I turned my sadness and emptiness<br>into anger too.,だから私も　悲しい気持ちや　虚しい気持ち
$C3110_MAIN_1200_1400_00_tif,Tifa,That’s why I decided to join Avalanche.,ぜんぶを　怒りに変えて<br>アバランチに入ることを決めたの
$C3110_MAIN_1200_1500_00_tif,Tifa,But anger doesn’t last long.,でも　怒りって長く続かないんだ
$C3110_MAIN_1200_1600_00_tif,Tifa,"As Avalanche got more extreme,<br>my doubts and fears grew.",アバランチの活動が過激になるにつれて<br>疑問や不安が大きくなって
$C3110_MAIN_1200_1700_00_tif,Tifa,"That’s when I ran into you again, Cloud.",クラウドと再会したのは　そんな時だった
$C3110_MAIN_1200_1800_00_sys,NPC,I reunited with Cloud when I was full of doubt.,不安だった頃にクラウドと再会したの
$C3110_MAIN_1200_1900_00_sys,NPC,Did I help?,力になれたか？
$C3110_MAIN_1200_2000_00_sys,NPC,"Fate, huh?",運命だな
$C3110_MAIN_1200_2100_00_sys,NPC,Don’t remember.,覚えてない
$C3110_MAIN_1200_2200_00_cld,Cloud,Was I any help?,すこしは力になれたか？
$C3110_MAIN_1200_2300_00_tif,Tifa,"Yeah, having you around<br>gave me the guts to come back here.",うん　クラウドが居てくれたから<br>ここに帰る決心がついた
$C3110_MAIN_1200_2400_00_cld,Cloud,"Fate, huh?",運命だな
$C3110_MAIN_1200_2500_00_tif,Tifa,"Yeah, I think so too.",うん　私もそう思う
$C3110_MAIN_1200_2600_00_cld,Cloud,I don’t remember much.,よく覚えてないんだ
$C3110_MAIN_1200_2700_00_tif,Tifa,"Right, huh?",そうだよね
$C3110_MAIN_1200_2800_00_tif,Tifa,"A lot’s happened,<br>but coming back was the right call.",色々あったけど<br>帰ってきて　正解だったな
$C3110_MAIN_1200_2900_00_tif,Tifa,"Rebuilding it to look the same,<br>pretending nothing happened…",昔に似せて作り直して<br>なにもなかったみたいにごまかして
$C3110_MAIN_1200_3000_00_tif,Tifa,I can’t forgive this.,こんなの　許せない
$C3110_MAIN_1200_3100_00_tif,Tifa,"Sephiroth, Shinra—I hate it all!",セフィロス　神羅　ぜんぶ大キライ
$C3110_MAIN_1300_0100_00_tif,Tifa,"Hey, back when we lived here,<br>you used to watch me a lot, didn’t you, Cloud?",ねえ　ここにいた頃<br>クラウド　よく私のこと見てたよね
$C3110_MAIN_1300_0200_00_cld,Cloud,Did I?,そうだったか？
$C3110_MAIN_1300_0300_00_tif,Tifa,"You’d look away if I caught you,<br>ignore me if I said hi.",私が見たら　目をそらすの<br>声をかけると　無視する
$C3110_MAIN_1300_0400_00_cld,Cloud,I was an annoying kid. Even I think so.,面倒くさいガキだった　自分でもそう思う
$C3110_MAIN_1300_0500_00_tif,Tifa,I was the kid who didn’t want anyone to hate her.<br>Still kinda hate that about myself.,私は　誰にも嫌われたくない子だった<br>いまでも自分のそういうところ　ちょっとキライ
$C3110_MAIN_1400_0100_00_tif,Tifa,Gotta pull myself together.,しっかりしなくちゃ
$C3110_MAIN_1500_0100_00_dae,Head Chef,"Oh my, oh my!",おや　おやおや
$C3110_MAIN_1500_0200_00_dae,Head Chef,"Oh, you’re with that noisy bunch from earlier?<br>Foley send you?",ああ　さっきゾロゾロやってきた<br>フォーリーさんの紹介かい？
$C3110_MAIN_1500_0300_00_cld,Cloud,No…,いや……
$C3110_MAIN_1500_0400_00_dae,Head Chef,"Geez, right in the middle of my busy time!",ったく　この忙しい時間にもう！
$C3110_MAIN_1500_0500_00_cld,Cloud,Sorry to bother you.,邪魔したな
$C3110_MAIN_1500_0600_00_dae,Head Chef,No biggie.<br>I’m starved for someone to chat with anyway.,べつにいいのよ<br>話し相手には飢えてるからね
$C3110_MAIN_1500_0700_00_dae,Head Chef,Though you don’t strike me as the talkative type.,あんた　話し好きには見えないけどさ
$C3110_MAIN_1600_0100_00_dae,Head Chef,"Chop-chop-chop, chop-chop!<br>I’m a cooking genius~♪",トントントント～ント～ン<br>私は料理の天才～♪
$C3110_MAIN_1600_0200_00_dae,Head Chef,"Chop-chop-chop, chop-chop!<br>Got it from my mom~♪",トントントント～ント～ン<br>母さんゆずりなのよ～♪
$C3110_MAIN_1600_0300_00_dae,Head Chef,I love me some gossip!<br>Gotta sing or I’ll spill~♪,私　ウワサ好き<br>歌わないと余計なこと～♪
$C3110_MAIN_1600_0400_00_dae,Head Chef,"Blabber-blabber, blabber-blab~♪",ペラペラ～　ペララペラ～♪
$C3110_MAIN_1600_0500_00_dae,Head Chef,I’m a gossip hound~♪,私は　ウワサ好き～♪
$C3110_MAIN_1700_0100_00_mnt,Man in Black Cloak,Ugh…,うう……
$C3110_MAIN_1700_0200_00_dae,Head Chef,Don’t be mean to ‘em.<br>They’re poor souls.,イジワルしないでね<br>かわいそうな人たちなんだから
$C3110_MAIN_1700_0300_00_cld,Cloud,"Mako poisoning, huh?",魔晄中毒だな
$C3110_MAIN_1700_0400_00_dae,Head Chef,"Yup. But from what I’ve seen, there’s two kinds.<br>Types? Patterns? Somethin’ like that.",そう　でも私が見たところ２種類ね<br>種類っていうか型？　タイプ？
$C3110_MAIN_1700_0500_00_dae,Chef,"Sometimes I wipe them down, y’know,<br>and a lotta these folks have numbered tattoos.",時々　体を拭いてあげるんだけどね<br>数字のイレズミを入れている人が多いんだ
$C3110_MAIN_1700_0600_00_dae,Chef,"And those same people? They’ve got marks, like from injections or somethin’.",そんで　その人たちには注射かなにかの痕がある
$C3110_MAIN_1700_0610_00_dae,Chef,"Well, some don’t have tattoos or marks, though.",まあ　イレズミも痕もない人もいるけどね
$C3110_MAIN_1700_0700_00_dae,Chef,"Oh… so that’s, what, three types? Four?",あら……ってことは３種類？　４？
$C3110_MAIN_1700_0800_00_cld,Cloud,Injection marks…,注射の痕……
$C3110_MAIN_1700_0900_00_dae,Chef,Couldn’t those be from addiction treatment?,中毒の治療の痕じゃないのかい
$C3110_MAIN_1700_1000_00_cld,Cloud,"What’s with the numbers?<br>The tattoo numbers, I mean.",数字の意味は？<br>イレズミの数字だ
$C3110_MAIN_1700_1100_00_dae,Chef,"Beats me.<br>But it sure gets your imagination goin’, huh?",さあねえ<br>でも　想像がふくらむよねえ
$C3110_MAIN_1750_0100_00_dae,Chef,"Those black-cloaked folks?<br>Far as I can tell, there’s two types.",黒マントの人たちは<br>私が見たところ　２種類ね
$C3110_MAIN_1750_0200_00_dae,Chef,"Lots of ‘em have numbered tattoos,<br>and those ones usually got injection marks too.",数字の刺青を入れている人が多いんだ<br>そんで　その人たちには注射かなにかの痕がある
$C3110_MAIN_1750_0300_00_dae,Chef,"Well, some don’t have tattoos or marks, mind you.",まあ　刺青も注射の痕もない人もいるけどね
$C3110_MAIN_1750_0400_00_dae,Chef,"Oh… so that’s three types? Or four?<br>Oh my, oh my~♪",あら……ってことは３種類　あら４？<br>あらら　あら～♪
$C3110_MAIN_1800_0100_00_red,Red XIII,Over there… somethin’ feels off.,あっちのほう　なんだかイヤな感じがする
$C3110_MAIN_1800_0200_00_cld,Cloud,The Shinra Mansion?,神羅屋敷か
$C3110_MAIN_1800_0300_00_red,Red XIII,"Sorry, talkin’ about my hometown like this…<br>Bet it doesn’t feel good for you either.",ごめん　故郷のこと<br>こんなふうに言われたら　ヤだよね
$C3110_MAIN_1800_0400_00_sys,NPC,"Feels bad when someone talks trash about your hometown, right?",故郷のこと悪く言われたらヤだよね？
$C3110_MAIN_1800_0500_00_sys,NPC,Don’t sweat it.,気にするな
$C3110_MAIN_1800_0600_00_sys,NPC,I feel the same.,俺も同じだ
$C3110_MAIN_1800_0700_00_sys,NPC,Doesn’t sit right.,いい気はしない
$C3110_MAIN_1800_0800_00_cld,Cloud,Don’t worry about it.<br>This place ain’t the village I grew up in anymore.,気にするな<br>ここは俺が育った村とは別物だ
$C3110_MAIN_1800_0900_00_red,Red XIII,Why’d Shinra do somethin’ like this?,神羅は　どうしてこんなことしたんだろう
$C3110_MAIN_1800_1000_00_cld,Cloud,"Yeah, me too…<br>That mansion’s creeped me out since I was a kid.",ああ　俺も……<br>あの屋敷は　小さい頃から苦手だった
$C3110_MAIN_1800_1100_00_red,Red XIII,Wonder if it’s abandoned now.,いまはもう使われてないのかな
$C3110_MAIN_1800_1200_00_cld,Cloud,"Yeah, it doesn’t feel right.",確かに　いい気はしないな
$C3110_MAIN_1800_1300_00_red,Red XIII,Sorry.,ごめんなさい
$C3110_MAIN_1900_0100_00_red,Red XIII,Gatherin’ up all these black-cloaked people…<br>What’s Shinra plannin’?,黒マントの人を集めて<br>神羅はなにをする気なんだろう
$C3110_MAIN_1900_0200_00_red,Red XIII,"We just call ‘em ‟black cloaks” all casual-like,<br>but they’ve got proper names too, y’know.",黒マントって　まとめて呼んじゃうけど<br>あの人たちにも　ちゃんとした名前があるんだよね
$C3110_MAIN_2000_0100_00_blt,Barret,Look at this number!,見ろよ　この数
$C3110_MAIN_2000_0200_00_blt,Barret,You think all these folks just waltzed in here<br>on their own two feet?,こいつら全員　自分たちの足で<br>こんなとこまでワラワラやってきたと思うか
$C3110_MAIN_2000_0300_00_blt,Barret,It’s all Shinra’s doin’!,ぜーんぶ　神羅の仕業だ！
$C3110_MAIN_2000_0400_00_blt,Barret,"They wreck stuff whenever it suits ‘em,<br>then turn around and build fakes!",自分たちの都合でブチ壊したり<br>かと思えば　ニセモノを作ったりよ
$C3110_MAIN_2000_0500_00_blt,Barret,"What, everythin’s gotta go Shinra’s way?<br>Not on my watch!",なんでも　神羅の思いどおりってか？<br>そうはさせるか！
$C3110_MAIN_2000_0600_00_sys,NPC,"Everythin’ goin’ Shinra’s way, huh?",なんでも神羅の思いどおりってか？
$C3110_MAIN_2000_0700_00_sys,NPC,"Yeah, unforgivable.",ああ　許せない
$C3110_MAIN_2000_0800_00_sys,NPC,Why’re they gatherin’ the black cloaks?,黒マントを集める目的は？
$C3110_MAIN_2000_0900_00_sys,NPC,That’s Shinra for ya.,それが神羅だ
$C3110_MAIN_2000_1000_00_cld,Cloud,"Yeah, unforgivable.",ああ　許せない
$C3110_MAIN_2000_1100_00_blt,Barret,"We’ll make Shinra pay,<br>for your hometown too!",おまえの故郷のぶんも<br>きっちり神羅に思い知らせてやろうぜ
$C3110_MAIN_2000_1200_00_cld,Cloud,What’s their goal with the black cloaks?,黒マントを集める目的はなんだ
$C3110_MAIN_2000_1300_00_blt,Barret,Hell if I know! Ain’t got a damn clue!,知るかよ　わかってたまるか！
$C3110_MAIN_2000_1400_00_cld,Cloud,That’s Shinra for you.,それが　神羅だ
$C3110_MAIN_2000_1500_00_blt,Barret,Still chained to your old Shinra days?,いまだに　元神羅の呪縛か？
$C3110_MAIN_2000_1600_00_blt,Barret,"That’s their game—makin’ you think<br>‟Shinra, so it can’t be helped!”",そうやって　神羅だから仕方ねえって<br>思わせんのが　やつらのやりクチなんだよ
$C3110_MAIN_2100_0100_00_blt,NPC,"I’m stayin’ here,<br>keepin’ an eye out so Shinra don’t mess with ‘em.",オレは　ここにいるからよ<br>神羅がこいつらに悪さしねえか　見張っとくぜ
$C3110_MAIN_2100_0200_00_blt,Barret,"Honest, I don’t get what went down five years ago,<br>but I’m worried about you and Tifa.",正直　５年前のことはよくわかんねえけどよ<br>おまえとティファのことは心配だ
$C3110_MAIN_2100_0300_00_blt,Barret,"If it’s too much, let’s ditch this village.",しんどいようなら　村を出ようぜ
$C3110_MAIN_2200_0200_00_zax,<i>????</i>,"<i>No childhood friends or nothin’?<br>Like a cute girl, maybe?</i>",<i>幼なじみとか　いないのか？<br>かわいい女の子とかさ</i>
$C3110_MAIN_2200_0300_00_zax,<i>????</i>,<i>Wanna hear about the girl<br>I’m totally into right now?</i>,<i>ってか　俺がいま<br>いっちばん好きな子の話　聞く？</i>
$C3110_MAIN_2200_0400_00_zax,<i>????</i>,"<i>Not interested, huh?</i>",<i>興味ないってか？</i>
$C3110_MAIN_2200_0500_00_zax,<i>????</i>,"<i>Just listen, alright?</i>",<i>いいから聞けって</i>
$C3110_MAIN_2200_0600_00_zax,<i>????</i>,<i>She’s super cute.</i>,<i>すっごく　かわいいんだ</i>
$C3110_MAIN_2200_0700_00_zax,<i>????</i>,<i>Or maybe gorgeous?</i>,<i>いや　美人かな</i>
$C3110_MAIN_2200_0800_00_zax,<i>????</i>,"<i>Depends on the angle, y’know.</i>",<i>見る角度によるな　うん</i>
$C3110_MAIN_2200_0900_00_zax,<i>????</i>,"<i>But above all, her personality!</i>",<i>っていうか　なにより性格！</i>
$C3110_MAIN_2200_1000_00_cld,<i>Cloud</i>,<i>A Midgar girl?</i>,<i>ミッドガルの子か？</i>
$C3110_MAIN_2200_1100_00_zax,<i>????</i>,"<i>Yep, a city gal.</i>",<i>ああ　都会の子</i>
$C3110_MAIN_2200_1200_00_cld,Cloud,Zack…,ザックス……
$C3110_MAIN_2200_1210_00_cld,Cloud,Zack Fair.,ザックス・フェア
$C3110_MAIN_2200_1300_00_cld,Cloud,The SOLDIER Aerith loved.<br>My buddy from Gongaga.,エアリスが好きだったソルジャー<br>ゴンガガ生まれの　俺の同僚
$C3110_MAIN_2200_1400_00_cld,Cloud,"Five years ago,<br>did we come here together?",５年前　俺たちは<br>いっしょに　ここに来たのか
$C3110_MAIN_2200_1500_00_cld,Cloud,"Zack, where are you?",ザックス　どこにいるんだ？
$C3110_MAIN_2300_0100_00_yfi,Yuffie,"So the reactor’s up ahead, huh~?<br>Hey, Cloud, you been there before?",この先が魔晄炉か～<br>ねえ　クラウドは行ったことあんの？
$C3110_MAIN_2300_0200_00_cld,Cloud,Yeah.,まあな
$C3110_MAIN_2300_0300_00_yfi,Yuffie,"A reactor means tons of mako, right?",魔晄炉があるってことは<br>魔晄がいっぱいってことでしょ
$C3110_MAIN_2300_0400_00_yfi,Yuffie,"Hey, was there any rare materia?",ねえ　貴重なマテリアとかあった？
$C3110_MAIN_2300_0500_00_sys,NPC,Any rare materia?,貴重なマテリアとかあった？
$C3110_MAIN_2300_0600_00_sys,NPC,Top-notch stuff.,とびきりのがある
$C3110_MAIN_2300_0700_00_sys,NPC,Can’t quite recall.,どうだったかな
$C3110_MAIN_2300_0800_00_sys,NPC,Nothin’ like that.,そんなものはない
$C3110_MAIN_2300_0900_00_cld,Cloud,"Yeah, there was some natural materia.",ああ　天然のマテリアがあったな
$C3110_MAIN_2300_1000_00_yfi,Yuffie,Natural stuff~! For real?<br>Ugh~ I’m droolin’ already!,天然モノ～！　マジで？<br>うわ～　ヨダレ出そ～
$C3110_MAIN_2300_1100_00_cld,Cloud,Can’t quite recall.,どうだったかな
$C3110_MAIN_2300_1200_00_yfi,Yuffie,"Ugh, this is why amateurs suck!",もう　これだからシロートは
$C3110_MAIN_2300_1300_00_yfi,Yuffie,Guess the materia expert—me—<br>has gotta check it out myself~!,やっぱり　マテリア専門家のアタシが<br>直接　見に行かないとね～
$C3110_MAIN_2300_1400_00_cld,Cloud,There’s nothin’ like that.,そんなものは　ない
$C3110_MAIN_2300_1500_00_yfi,Yuffie,Tryin’ to hog it all by trickin’ me?,そうやってごまかして　独り占めする気？
$C3110_MAIN_2300_1600_00_yfi,Yuffie,I ain’t fallin’ for it!,だまされるもんか！
$C3110_MAIN_2400_0100_00_yfi,Yuffie,"C’mon, let’s go hunt some materia already~!",はやく　マテリア探しに行こうよ～
$C3110_MAIN_2500_0100_00_cld,Cloud,Terminal comes first.,端末が先だな
$C3110_MAIN_2500_0200_00_cld,Cloud,Cait Sith’s at the town hall?,ケット・シーは役場か
$C3110_MAIN_2700_0100_00_mma,Manager,Just who is that cat fella?,あのネコ氏　何者なんですか？
$C3110_MAIN_2700_0200_00_mma,Manager,"I lent him the terminal, and next thing I know,<br>he’s usin’ connections or whatever to dig into the main database!",端末を貸したら　コネだのツテだの<br>なんだかんだで　中枢のデータベースまで
$C3110_MAIN_2700_0210_00_mma,Manager,No way he’s just some grunt from a subsidiary.,グループ会社のいち社員とは　とても思えません
$C3110_MAIN_2700_0300_00_mma,Manager,"Even if you ask about this village,<br>I ain’t got answers for ya.",この村のことを聞かれても<br>答えられることはありませんよ
$C3110_MAIN_2700_0400_00_mma,Manager,I’m just hired help here myself.,私も雇われて　ここにいるだけですから
$C3110_MAIN_2800_0100_00_cat,Cait Sith,Hold on just a wee sec!,ちょ～っと　待っててください
$C3110_MAIN_2800_0200_00_cat,Cait Sith,Why not take a gander at the village in the meantime?<br>,いまのうちに村の様子　見てきたらいかがです？
$C3110_MAIN_2800_0210_00_cat,Cait Sith,"Might jog some memories, aye.",いろいろ思い出しちゃうかもしれませんけど
$C3110_MAIN_2900_0100_00_cat,Cait Sith,Mee-yow~!,ウニャ～～～！
$C3110_MAIN_2900_0200_00_cat,Cait Sith,No dice from this terminal.<br>Access is locked down tight.,この端末からじゃダメですわ<br>アクセスできる範囲が制限されとります
$C3110_MAIN_2900_0300_00_cld,Cloud,"So, no info then.",つまり　情報は手に入らない
$C3110_MAIN_2900_0400_00_cat,Cait Sith,Not time to throw in the towel yet!,あきらめるんは　まだ早いですわ！
$C3110_MAIN_2900_0500_00_cat,Cait Sith,"Hey, Manager,<br>any chance we could get into that mansion?",管理人はん　あのお屋敷に<br>入れてもらえませんやろか？
$C3110_MAIN_2900_0600_00_mma,Manager,Couldn’t you get in yourself?,あなたなら　入れるのでは？
$C3110_MAIN_2900_0700_00_cat,Cait Sith,"Nya-ha~! No way, that’s a tall order!",にゃっは～　無理に決まってますやろ
$C3110_MAIN_2900_0800_00_cat,Cait Sith,"I’m just a lowly Shinra resort peon, y’know!",ボク　神羅リゾートの平社員でっせ
$C3110_MAIN_2900_0900_00_mma,Manager,Even my card won’t get you in there.<br>Take it up with the higher-ups.,私のカードでも　あそこには入れません<br>上司と交渉してください
$C3110_MAIN_2900_1000_00_cat,Cait Sith,The boss?!<br>Section chief? Department head?,ジョーシ！<br>カチョーはん　ブチョーはん？
$C3110_MAIN_2900_1100_00_cat,Cait Sith,"Where they at, anyway?",どこにおりますのやろ？
$C3110_MAIN_2900_1200_00_mma,Manager,"Section Chief Murasaki’s at the Nibel Reactor,<br>on an inspection from HQ.",ムラサキ課長は　本社からの点検依頼で<br>ニブル魔晄炉に滞在中です
$C3110_MAIN_2900_1300_00_mma,Manager,"Supposed to be back the day after tomorrow,<br>but no word since yesterday.",明後日には戻る予定ですが<br>昨日から連絡ないんですよね
$C3110_MAIN_2900_1400_00_mma,Manager,"Might be runnin’ late, huh.",遅れるかもしれませんねえ
$C3110_MAIN_2900_1500_00_cat,Cait Sith,Can’t wait that long~!,そんなに　待てませんわ～
$C3110_MAIN_2900_1600_00_cld,Cloud,We’re in a hurry. Let’s go ourselves.,急ぎだ　こっちから行こう
$C3110_MAIN_2900_1700_00_cat,Cait Sith,"Aye, let’s do it!",そうしましょ！
$C3110_MAIN_2900_1800_00_cat,Cait Sith,"Well then, much obliged~!",ほな　おおきに～
$C3110_MAIN_3000_0100_00_mma,Manager,"Keep quiet about me lendin’ the terminal, alright?",端末をお貸ししたことは　どうぞ他言無用で
$C3110_MAIN_3000_0200_00_mma,Manager,"Ugh, I just wanna get back to the Junon branch already.",はあ　早くジュノン支社に戻りたい
$C3110_MAIN_3100_0100_00_yfi,Yuffie,"Heard you’re headin’ to the reactor, right?",聞いたよ　魔晄炉行くんでしょ？
$C3110_MAIN_3100_0200_00_blt,Barret,The reactor? What about that terminal business?,魔晄炉だあ？　端末の件は片付いたのか
$C3110_MAIN_3100_0300_00_cld,Cloud,We need a keycard now.<br>Gonna head to the reactor and meet this Murasaki guy.,カードキーが必要になった<br>魔晄炉へ行って　ムラサキという男に会ってくる
$C3110_MAIN_3100_0400_00_yfi,Yuffie,"Yep, yep, yep~! I’m comin’ too!",はい　ハイハイハイ～！　アタシも行く
$C3110_MAIN_3100_0500_00_tif,Tifa,Me too.,私も
$C3110_MAIN_3100_0600_00_cld,Cloud,"No, Tifa…",いや　ティファは……
$C3110_MAIN_3100_0700_00_tif,Tifa,"If you need the best guide in this village, that’s me.",この村で　いちばんのガイドといえば　私
$C3110_MAIN_3100_0800_00_cld,Cloud,Fine.,わかった
$C3110_MAIN_3100_0900_00_blt,Barret,You guys gonna be alright?,おまえら　大丈夫か
$C3110_MAIN_3100_1000_00_cld,Cloud,Just climbing the mountain to borrow a keycard.<br>No problem.,山に登ってカードキーを借りるだけだ<br>問題ない
$C3110_MAIN_3100_1100_00_red,Red XIII,We might not be back for a while.<br>Anything you’re leavin’ unfinished?,しばらく　戻れないと思うけど<br>やり残したことはない？
$C3110_MAIN_3100_1200_00_yfi,Yuffie,"Cloud, get ready already!<br>We gotta hurry or the materia’ll run off~!",クラウド　準備よろしく！<br>急がないと　マテリア逃げちゃうよ～？
$C3110_MAIN_3110_0100_00_yfi,Yuffie,Ready to zip outta here?,シュシュッと出発する？
$C3110_MAIN_3110_0200_00_sys,NPC,Headin’ to the Nibel Reactor?,ニブル魔晄炉に向かいますか？
$C3110_MAIN_3110_0300_00_sys,NPC,Let’s go.,出発する
$C3110_MAIN_3110_0400_00_sys,NPC,Still preppin’.,まだ準備する
$C3110_MAIN_3110_0500_00_cat,Cait Sith,Looks like the new bridge’ll be a shortcut.,最近できた橋を使えば　近道できるみたいでっせ
$C3110_MAIN_3110_0600_00_yfi,Yuffie,"Alright, time to roll~!",よ～し　いざ　しゅっぱーつ！
$C3110_MAIN_3200_0100_00_hyd,Heidegger,President.,社長
$C3110_MAIN_3200_0200_00_hyd,Heidegger,The survey team we sent to Nibelheim<br>got attacked by someone—or something.,ニブルヘイムへ向かわせた調査隊が<br>何者かに襲われたようです
$C3110_MAIN_3200_0300_00_ruf,Rufus,Wutai?,ウータイか？
$C3110_MAIN_3200_0410_00_hyd,Heidegger,"Looks like it’s finally startin’, eh, kid!",いよいよ始まりますな　若！
$C3110_MAIN_3250_0100_00_yfi,Yuffie,Let’s hurry~!,はやく行こ～！
$C3110_MAIN_3300_0100_00_tif,Tifa,The new bridge is that way.,新しい橋は　あっちだね
$C3110_MAIN_3400_0100_00_yfi,Yuffie,No time for detours~!,寄り道してる場合じゃないって～
$C3110_MAIN_3500_0090_00_zax,<i>????</i>,<i>Help me!</i>,<i>助けてくれ！</i>
$C3110_MAIN_3500_0100_00_cld,<i>Cloud</i>,<i>Zack!</i>,<i>ザックス！</i>
$C3110_MAIN_3500_0200_00_sep,<i>Sephiroth</i>,<i>Let’s hope his luck holds.</i>,<i>あいつの運に　期待しよう</i>
$C3110_MAIN_3500_0300_00_tif,Tifa,What’s wrong?,どうしたの？
$C3110_MAIN_3500_0400_00_cld,Cloud,I remembered… about Zack.,思い出したんだ　ザックスのこと
$C3110_MAIN_3500_0500_00_tif,Tifa,Yeah…,うん……
$C3110_MAIN_3500_0600_00_cld,Cloud,He fell from the bridge and got swept away from here.<br>And probably…,吊り橋から落ちて　ここから流されていった<br>そして　おそらく
$C3110_MAIN_3500_0610_00_cld,Cloud,died.,死んだ
$C3110_MAIN_3500_0700_00_cld,Cloud,"You remembered, didn’t you, Tifa?<br>That’s why…",ティファは　覚えてたんじゃないか？<br>だから……
$C3110_MAIN_3500_0800_00_tif,Tifa,I thought it might be better not to bring it up.,触れないほうがいいのかなって
$C3110_MAIN_3500_0900_00_cld,Cloud,Zack was my friend.<br>Forgetting him like that…,ザックスは友達だった<br>それなのに忘れるなんて
$C3110_MAIN_3500_1000_00_cld,Cloud,"Degradation, huh…",劣化か……
$C3110_MAIN_3500_1100_00_cld,Cloud,"Am I just an empty shell, wanderin’ around too?",俺もからっぽで　さまようのか
$C3110_MAIN_3500_1200_00_tif,Tifa,"No, that’s not true.",違うよ
$C3110_MAIN_3500_1210_00_tif,Tifa,"You remembered, Cloud.",クラウドは　思い出したんだよ
$C3110_MAIN_3500_1300_00_tif,Tifa,"That’s a good thing, right?",良かったじゃない
$C3110_MAIN_3500_1310_00_tif,Tifa,Yeah… it’s good.,うん……良かった
$C3110_MAIN_3500_1400_00_cld,Cloud,Guess so.,そうだな
$C3110_MAIN_3500_1500_00_cld,Cloud,Gotta tell Aerith about Zack too.,ザックスのこと　エアリスにも伝えないとな
$C3110_MAIN_3500_1600_00_tif,Tifa,Yeah.,うん
$C3110_MAIN_3500_1610_00_tif,Tifa,But can you leave that to me?,でも　私にまかせてくれる？
$C3110_MAIN_3500_1700_00_cld,Cloud,Sure…,ああ……
$C3110_MAIN_3500_1800_00_tif,Tifa,"We’re friends, okay?",友達だから　ね？
$C3110_MAIN_3500_1900_00_yfi,Yuffie,"Hey, you done yet~?",ねえ　ま～だ～？
$C3110_MAIN_3500_2000_00_tif,Tifa,"Sorry, we’ll be right there.",ごめん　すぐ行く
$C3110_MAIN_3500_2100_00_tif,Tifa,"Let’s keep this between us, alright?",この話はみんなにも内緒で
$C3110_MAIN_3600_0100_00_yfi,Yuffie,"Ugh, it’s suffocatin’…",おえ　くるしい……
$C3110_MAIN_3600_0200_00_cld,Cloud,Let’s get out fast. Too much mako’s dangerous.,早めに抜けるぞ　濃すぎる魔晄は危険だ
$C3110_MAIN_3700_0100_00_cld,Cloud,A mako spring.,魔晄の泉だ
$C3110_MAIN_3700_0200_00_yfi,Yuffie,"Wait, all this turns into materia?",これ　ぜ～んぶ　マテリアなの？
$C3110_MAIN_3700_0300_00_tif,Tifa,It’s way more intense than five years ago.,５年前より　すごいね
$C3110_MAIN_3700_0400_00_cld,Cloud,Natural materia.,天然のマテリアだ
$C3110_MAIN_3700_0410_00_cld,Cloud,Materia’s just condensed mako energy.,マテリアは　魔晄エネルギーが凝縮されたもの
